simdata/rsvcsim_10k_10k_d3_a1_i10_1d.json,15,2.981918081918082,9.765625,1.850734958400974
simdata/rsvcsim_10k_10k_d3_a2_i10_1d.json,22,5.887212787212787,8.5869140625,1.8191367171773698
simdata/rsvcsim_10k_10k_d3_a3_i10_1d.json,32,10.274825174825175,7.4271454109178325,1.8232186974820177
simdata/rsvcsim_10k_10k_d3_a4_i10_1d.json,36,13.466933066933066,7.05593205771175,1.8224662290243852
simdata/rsvcsim_10k_10k_d3_a5_i10_1d.json,38,14.859440559440559,6.828670982395975,1.777292640308703
simdata/rsvcsim_10k_10k_d3_a6_i10_1d.json,46,17.93166833166833,6.534216350340925,1.7865699849657868
simdata/rsvcsim_10k_10k_d3_a7_i10_1d.json,52,22.68161838161838,6.091348036660087,1.7480238710714433
simdata/rsvcsim_10k_10k_d3_a8_i10_1d.json,55,25.163536463536463,5.9343321903819755,1.8167458971691066
simdata/rsvcsim_10k_10k_d3_a9_i10_1d.json,67,30.742257742257742,5.722548463129144,1.794717180820565
simdata/rsvcsim_10k_10k_d3_a10_i10_1d.json,66,30.045154845154844,5.986346766796782,1.7885072671279443
